id,category
15903,Medical Staff Competence
15904,Medical Staff Competence
15905,Reception Staff Interaction
15906,Follow-Up and Continuity of Care
15907,Medical Staff Competence
15908,Nursing Quality
15909,Overall Patient Satisfaction
15910,Nursing Quality
15911,Nursing Quality
15912,Health Outcome Satisfaction
15913,Patient-Doctor Communication
15914,Telephone Service
15915,Follow-Up and Continuity of Care
15916,Facilities and Cleanliness
15917,Reception Staff Interaction
15918,Medical Staff Competence
15919,Health Outcome Satisfaction
15920,Appointment Accessibility
15921,Medical Staff Competence
15922,Medical Staff Competence
15923,Medical Staff Competence
15924,Medical Staff Competence
15925,Vaccinations
15926,Prescription and Medication Management
15927,Patient-Doctor Communication
15928,Medical Staff Competence
15929,Health Outcome Satisfaction
15930,Follow-Up and Continuity of Care
15931,Patient Empowerment and Support
15932,Reception Staff Interaction
15933,Overall Patient Satisfaction
15934,Medical Staff Competence
15935,Medical Staff Competence
15936,Telephone Service
15937,Telephone Service
15938,Appointment Accessibility
15939,Patient-Doctor Communication
15940,Health Outcome Satisfaction
15941,Patient Safety
15942,Follow-Up and Continuity of Care
15943,Telephone Service
15944,Medical Staff Competence
15945,Patient-Doctor Communication
15946,Patient-Doctor Communication
15947,Reception Staff Interaction
15948,Appointment Accessibility
15949,Patient-Doctor Communication
15950,Telephone Service
15951,Medical Staff Competence
15952,Reception Staff Interaction
15953,Patient Empowerment and Support
15954,Prescription and Medication Management
15955,Telephone Service
15956,Patient-Doctor Communication
15957,Facilities and Cleanliness
15958,Reception Staff Interaction
15959,Test Results
15960,Reception Staff Interaction
15961,Telephone Service
15962,Telephone Service
15963,Follow-Up and Continuity of Care
15964,Follow-Up and Continuity of Care
15965,Medical Staff Competence
15966,Patient-Doctor Communication
15967,Health Outcome Satisfaction
15968,Reception Staff Interaction
15969,Follow-Up and Continuity of Care
15970,Patient-Doctor Communication
15971,Mental Health Support
15972,Follow-Up and Continuity of Care
15973,Patient-Doctor Communication
15974,Reception Staff Interaction
15975,Reception Staff Interaction
15976,Follow-Up and Continuity of Care
15977,Patient-Doctor Communication
15978,Follow-Up and Continuity of Care
15979,Telephone Service
15980,Follow-Up and Continuity of Care
15981,Follow-Up and Continuity of Care
15982,Medical Staff Competence
15983,Reception Staff Interaction
15984,Follow-Up and Continuity of Care
15985,Reception Staff Interaction
15986,Patient-Doctor Communication
15987,Follow-Up and Continuity of Care
15988,Reception Staff Interaction
15989,Patient-Doctor Communication
15990,Medical Staff Competence
15991,Reception Staff Interaction
15992,Follow-Up and Continuity of Care
15993,Telephone Service
15994,Patient-Doctor Communication
15995,Patient-Doctor Communication
15996,Reception Staff Interaction
15997,Prescription and Medication Management
15998,Overall Patient Satisfaction
15999,Overall Patient Satisfaction
16000,Patient Privacy and Confidentiality
16001,Prescription and Medication Management
16002,Prescription and Medication Management
16003,Telephone Service
16004,Telephone Service
16005,Prescription and Medication Management
16006,Follow-Up and Continuity of Care
16007,Overall Patient Satisfaction
16008,Telehealth Services
16009,Follow-Up and Continuity of Care
16010,Reception Staff Interaction
16011,Overall Patient Satisfaction
16012,Reception Staff Interaction
16013,Patient-Doctor Communication
16014,Reception Staff Interaction
16015,Patient Empowerment and Support
16016,Medical Staff Competence
16017,Overall Patient Satisfaction
16018,Doctor Consultations
16019,Prescription and Medication Management
16020,Health Outcome Satisfaction
16021,Reception Staff Interaction
16022,Test Results
16023,Follow-Up and Continuity of Care
16024,Patient-Doctor Communication
16025,Facilities and Cleanliness
16026,Reception Staff Interaction
16027,Prescription and Medication Management
16028,Patient Empowerment and Support
16029,Reception Staff Interaction
16030,Medical Staff Competence
16031,Patient-Doctor Communication
16032,Reception Staff Interaction
16033,Reception Staff Interaction
16034,Reception Staff Interaction
16035,Reception Staff Interaction
16036,Telephone Service
16037,Telephone Service
16038,Telephone Service
16039,Patient-Doctor Communication
16040,Prescription and Medication Management
16041,Reception Staff Interaction
16042,Reception Staff Interaction
16043,Telephone Service
16044,Vaccinations
16045,Appointment Accessibility
16046,Patient-Doctor Communication
16047,Reception Staff Interaction
16048,Reception Staff Interaction
16049,Test Results
16050,Doctor Consultations
16051,Telephone Service
16052,Follow-Up and Continuity of Care
16053,Reception Staff Interaction
16054,Reception Staff Interaction
16055,Reception Staff Interaction
16056,Patient-Doctor Communication
16057,Reception Staff Interaction
16058,Reception Staff Interaction
16059,Reception Staff Interaction
16060,Patient Empowerment and Support
16061,Telephone Service
16062,Telephone Service
16063,Reception Staff Interaction
16064,Follow-Up and Continuity of Care
16065,Follow-Up and Continuity of Care
16066,Patient-Doctor Communication
16067,Follow-Up and Continuity of Care
16068,Test Results
16069,Follow-Up and Continuity of Care
16070,Prescription and Medication Management
16071,Vaccinations
16072,Medical Staff Competence
16073,Vaccinations
16074,Reception Staff Interaction
16075,Medical Staff Competence
16076,Reception Staff Interaction
16077,Patient Participation Group
16078,Reception Staff Interaction
16079,Vaccinations
16080,Medical Staff Competence
16081,Reception Staff Interaction
16082,Reception Staff Interaction
16083,Follow-Up and Continuity of Care
16084,Follow-Up and Continuity of Care
16085,Medical Staff Competence
16086,Patient-Doctor Communication
16087,Reception Staff Interaction
16088,Reception Staff Interaction
16089,Patient Safety
16090,Prescription and Medication Management
16091,Reception Staff Interaction
16092,Telephone Service
16093,Reception Staff Interaction
16094,Reception Staff Interaction
16095,Follow-Up and Continuity of Care
16096,Reception Staff Interaction
16097,Appointment Accessibility
16098,Patient Privacy and Confidentiality
16099,Reception Staff Interaction
16100,Patient-Doctor Communication
16101,Reception Staff Interaction
16102,Telephone Service
16103,Medical Staff Competence
16104,Medical Staff Competence
16105,Medical Staff Competence
16106,Reception Staff Interaction
16107,Overall Patient Satisfaction
16108,Mental Health Support
16109,Follow-Up and Continuity of Care
16110,Reception Staff Interaction
16111,Patient-Doctor Communication
16112,Reception Staff Interaction
16113,Prescription and Medication Management
16114,Telephone Service
16115,Medical Staff Competence
16116,Prescription and Medication Management
16117,Weekend Service Availability
16118,Prescription and Medication Management
16119,Telephone Service
16120,Reception Staff Interaction
16121,Prescription and Medication Management
16122,Weekend Service Availability
16123,Reception Staff Interaction
16124,Patient-Doctor Communication
16125,Overall Patient Satisfaction
16126,Reception Staff Interaction
16127,Medical Staff Competence
16128,Telephone Service
16129,Prescription and Medication Management
16130,Health Outcome Satisfaction
16131,Reception Staff Interaction
16132,Reception Staff Interaction
16133,Overall Patient Satisfaction
16134,Patient-Doctor Communication
16135,Telephone Service
16136,Reception Staff Interaction
16137,Reception Staff Interaction
16138,Overall Patient Satisfaction
16139,Health Outcome Satisfaction
16140,Reception Staff Interaction
16141,Patient Privacy and Confidentiality
16142,Follow-Up and Continuity of Care
16143,Prescription and Medication Management
16144,Waiting Room Comfort
16145,Reception Staff Interaction
16146,Follow-Up and Continuity of Care
16147,Patient-Doctor Communication
16148,Reception Staff Interaction
16149,Follow-Up and Continuity of Care
16150,Patient Empowerment and Support
16151,Reception Staff Interaction
16152,Home Visits
16153,Medical Staff Competence
16154,Test Results
16155,Telephone Service
16156,Patient-Doctor Communication
16157,Vaccinations
16158,Follow-Up and Continuity of Care
16159,Telephone Service
16160,Vaccinations
16161,Vaccinations
16162,Vaccinations
16163,Vaccinations
16164,Vaccinations
16165,Appointment Accessibility
16166,Overall Patient Satisfaction
16167,Prescription and Medication Management
16168,Reception Staff Interaction
16169,Reception Staff Interaction
16170,Reception Staff Interaction
16171,Emergency Handling
16172,Overall Patient Satisfaction
16173,Medical Staff Competence
16174,Telephone Service
16175,Medical Staff Competence
16176,Patient-Doctor Communication
16177,Vaccinations
16178,Vaccinations
16179,Medical Staff Competence
16180,Overall Patient Satisfaction
16181,Reception Staff Interaction
16182,Reception Staff Interaction
16183,Follow-Up and Continuity of Care
16184,Overall Patient Satisfaction
16185,Medical Staff Competence
16186,Overall Patient Satisfaction
16187,Follow-Up and Continuity of Care
16188,Vaccinations
16189,Reception Staff Interaction
16190,Reception Staff Interaction
16191,Medical Staff Competence
16192,Reception Staff Interaction
16193,Medical Staff Competence
16194,Appointment Accessibility
16195,Reception Staff Interaction
16196,Vaccinations
16197,Follow-Up and Continuity of Care
16198,Reception Staff Interaction
16199,Reception Staff Interaction
16200,Health Outcome Satisfaction
16201,Patient-Doctor Communication
16202,Patient-Doctor Communication
16203,Test Results
16204,Telephone Service
16205,Test Results
16206,Reception Staff Interaction
16207,Reception Staff Interaction
16208,Telephone Service
16209,Telephone Service
16210,Follow-Up and Continuity of Care
16211,Telephone Service
16212,Telephone Service
16213,Reception Staff Interaction
16214,Reception Staff Interaction
16215,Test Results
16216,Patient-Doctor Communication
16217,Telephone Service
16218,Medical Staff Competence
16219,Telephone Service
16220,Health Outcome Satisfaction
16221,Medical Staff Competence
16222,Telephone Service
16223,Test Results
16224,Reception Staff Interaction
16225,Medical Staff Competence
16226,Telephone Service
16227,Prescription and Medication Management
16228,Patient-Doctor Communication
16229,Medical Staff Competence
16230,Reception Staff Interaction
16231,Prescription and Medication Management
16232,Prescription and Medication Management
16233,Telephone Service
16234,Medical Staff Competence
16235,Medical Staff Competence
16236,Patient-Doctor Communication
16237,Medical Staff Competence
16238,Test Results
16239,Overall Patient Satisfaction
16240,Test Results
16241,Patient-Doctor Communication
16242,Vaccinations
16243,Telephone Service
16244,Patient-Doctor Communication
16245,Reception Staff Interaction
16246,Prescription and Medication Management
16247,Medical Staff Competence
16248,Telephone Service
16249,Prescription and Medication Management
16250,Telephone Service
16251,Follow-Up and Continuity of Care
16252,Telephone Service
16253,Follow-Up and Continuity of Care
16254,Follow-Up and Continuity of Care
16255,Prescription and Medication Management
16256,Reception Staff Interaction
16257,Appointment Accessibility
16258,Vaccinations
16259,Reception Staff Interaction
16260,Reception Staff Interaction
16261,Overall Patient Satisfaction
16262,Reception Staff Interaction
16263,Reception Staff Interaction
16264,Appointment Accessibility
16265,Prescription and Medication Management
16266,Patient-Doctor Communication
16267,Overall Patient Satisfaction
16268,Reception Staff Interaction
16269,Medical Staff Competence
16270,Health Outcome Satisfaction
16271,Reception Staff Interaction
16272,Reception Staff Interaction
16273,Telephone Service
16274,Blood Test Results & Imaging
16275,Patient-Doctor Communication
16276,Reception Staff Interaction
16277,Telephone Service
16278,Patient-Doctor Communication
16279,Follow-Up and Continuity of Care
16280,Reception Staff Interaction
16281,Reception Staff Interaction
16282,Appointment Accessibility
16283,Reception Staff Interaction
16284,Reception Staff Interaction
16285,Appointment Accessibility
16286,Telephone Service
16287,Doctor Consultations
16288,Patient-Doctor Communication
16289,Prescription and Medication Management
16290,Reception Staff Interaction
16291,Follow-Up and Continuity of Care
16292,Reception Staff Interaction
16293,Medical Staff Competence
16294,Medical Staff Competence
16295,Reception Staff Interaction
16296,Home Visits
16297,Reception Staff Interaction
16298,Nursing Quality
16299,Follow-Up and Continuity of Care
16300,Follow-Up and Continuity of Care
16301,Follow-Up and Continuity of Care
16302,Reception Staff Interaction
16303,Patient-Doctor Communication
16304,Telephone Service
16305,Medical Staff Competence
16306,Prescription and Medication Management
16307,Reception Staff Interaction
16308,Reception Staff Interaction
16309,Weekend Service Availability
16310,Patient-Doctor Communication
16311,Reception Staff Interaction
16312,Telephone Service
16313,Reception Staff Interaction
16314,Telephone Service
16315,Follow-Up and Continuity of Care
16316,Vaccinations
16317,Reception Staff Interaction
16318,Telephone Service
16319,Reception Staff Interaction
16320,Reception Staff Interaction
16321,Patient-Doctor Communication
16322,Reception Staff Interaction
16323,Test Results
16324,Test Results
16325,Reception Staff Interaction
16326,Appointment Accessibility
16327,Reception Staff Interaction
16328,Patient-Doctor Communication
16329,Medical Staff Competence
16330,Medical Staff Competence
16331,Patient-Doctor Communication
16332,Patient-Doctor Communication
16333,Reception Staff Interaction
16334,Overall Patient Satisfaction
16335,Medical Staff Competence
16336,Overall Patient Satisfaction
16337,Reception Staff Interaction
16338,Follow-Up and Continuity of Care
16339,Medical Staff Competence
16340,Reception Staff Interaction
16341,Medical Staff Competence
16342,Reception Staff Interaction
16343,Reception Staff Interaction
16344,Follow-Up and Continuity of Care
16345,Reception Staff Interaction
16346,Reception Staff Interaction
16347,Overall Patient Satisfaction
16348,Reception Staff Interaction
16349,Follow-Up and Continuity of Care
16350,Patient-Doctor Communication
16351,Doctor Consultations
16352,Overall Patient Satisfaction
16353,Reception Staff Interaction
16354,Reception Staff Interaction
16355,Reception Staff Interaction
16356,Patient Empowerment and Support
16357,Facilities and Cleanliness
16358,Telephone Service
16359,Patient-Doctor Communication
16360,Reception Staff Interaction
16361,Follow-Up and Continuity of Care
16362,Medical Staff Competence
16363,Medical Staff Competence
16364,Follow-Up and Continuity of Care
16365,Blood Test Results & Imaging
16366,Telephone Service
16367,Medical Staff Competence
16368,Appointment Accessibility
16369,Telephone Service
16370,Medical Staff Competence
16371,Telephone Service
16372,Telephone Service
16373,Prescription and Medication Management
16374,Patient Empowerment and Support
16375,Medical Staff Competence
16376,Telephone Service
16377,Overall Patient Satisfaction
16378,Telephone Service
16379,Medical Staff Competence
16380,Appointment Accessibility
16381,Doctor Consultations
16382,Appointment Accessibility
16383,Reception Staff Interaction
16384,Reception Staff Interaction
16385,Follow-Up and Continuity of Care
16386,Appointment Accessibility
16387,Reception Staff Interaction
16388,Prescription and Medication Management
16389,Medical Staff Competence
16390,Patient-Doctor Communication
16391,Patient-Doctor Communication
16392,Test Results
16393,Test Results
16394,Patient-Doctor Communication
16395,Medical Staff Competence
16396,Telephone Service
16397,Overall Patient Satisfaction
16398,Reception Staff Interaction
16399,Patient-Doctor Communication
16400,Telephone Service
16401,Patient-Doctor Communication
16402,Reception Staff Interaction
16403,Follow-Up and Continuity of Care
16404,Overall Patient Satisfaction
16405,Follow-Up and Continuity of Care
16406,Follow-Up and Continuity of Care
16407,Overall Patient Satisfaction
16408,Patient-Doctor Communication
16409,Prescription and Medication Management
16410,Overall Patient Satisfaction
16411,Reception Staff Interaction
16412,Follow-Up and Continuity of Care
16413,Reception Staff Interaction
16414,Prescription and Medication Management
16415,Telephone Service
16416,Reception Staff Interaction
16417,Patient-Doctor Communication
16418,Reception Staff Interaction
16419,Vaccinations
16420,Reception Staff Interaction
16421,Reception Staff Interaction
16422,Telephone Service
16423,Overall Patient Satisfaction
16424,Facilities and Cleanliness
16425,Patient Safety
16426,Medical Staff Competence
16427,Reception Staff Interaction
16428,Patient-Doctor Communication
16429,Telephone Service
16430,Reception Staff Interaction
16431,Follow-Up and Continuity of Care
16432,Reception Staff Interaction
16433,Reception Staff Interaction
16434,Reception Staff Interaction
16435,Patient-Doctor Communication
16436,Reception Staff Interaction
16437,Follow-Up and Continuity of Care
16438,Reception Staff Interaction
16439,Overall Patient Satisfaction
16440,Appointment Accessibility
16441,Follow-Up and Continuity of Care
16442,Emergency Handling
16443,Patient-Doctor Communication
16444,Patient-Doctor Communication
16445,Reception Staff Interaction
16446,Follow-Up and Continuity of Care
16447,Patient-Doctor Communication
16448,Medical Staff Competence
16449,Reception Staff Interaction
16450,Home Visits
16451,Follow-Up and Continuity of Care
16452,Patient-Doctor Communication
16453,Patient-Doctor Communication
16454,Reception Staff Interaction
16455,Follow-Up and Continuity of Care
16456,Reception Staff Interaction
16457,Reception Staff Interaction
16458,Follow-Up and Continuity of Care
16459,Medical Staff Competence
16460,Medical Staff Competence
16461,Medical Staff Competence
16462,Telephone Service
16463,Follow-Up and Continuity of Care
16464,Medical Staff Competence
16465,Patient-Doctor Communication
16466,Prescription and Medication Management
16467,Patient-Doctor Communication
16468,Patient-Doctor Communication
16469,Follow-Up and Continuity of Care
16470,Reception Staff Interaction
16471,Patient-Doctor Communication
16472,Reception Staff Interaction
16473,Telephone Service
16474,Follow-Up and Continuity of Care
16475,Reception Staff Interaction
16476,Follow-Up and Continuity of Care
16477,Reception Staff Interaction
16478,Referral Efficiency
16479,Reception Staff Interaction
16480,Reception Staff Interaction
16481,Appointment Accessibility
16482,Reception Staff Interaction
16483,Patient-Doctor Communication
16484,Overall Patient Satisfaction
16485,Reception Staff Interaction
16486,Prescription and Medication Management
16487,Patient-Doctor Communication
16488,Home Visits
16489,Reception Staff Interaction
16490,Patient-Doctor Communication
16491,Reception Staff Interaction
16492,Telephone Service
16493,Test Results
16494,Reception Staff Interaction
16495,Reception Staff Interaction
16496,Patient Safety
16497,Reception Staff Interaction
16498,Patient-Doctor Communication
16499,Doctor Consultations
16500,Reception Staff Interaction
16501,Patient Safety
16502,Health Outcome Satisfaction
16503,Reception Staff Interaction
16504,Vaccinations
16505,Vaccinations
16506,Vaccinations
16507,Overall Patient Satisfaction
16508,Vaccinations
16509,Patient-Doctor Communication
16510,Vaccinations
16511,Telephone Service
16512,Vaccinations
16513,Telephone Service
16514,Reception Staff Interaction
16515,Overall Patient Satisfaction
16516,Overall Patient Satisfaction
16517,Patient-Doctor Communication
16518,Vaccinations
16519,Overall Patient Satisfaction
16520,Overall Patient Satisfaction
16521,Follow-Up and Continuity of Care
16522,Vaccinations
16523,Medical Staff Competence
16524,Vaccinations
16525,Patient-Doctor Communication
16526,Vaccinations
16527,Health Outcome Satisfaction
16528,Vaccinations
16529,Overall Patient Satisfaction
16530,Vaccinations
16531,Medical Staff Competence
16532,Vaccinations
16533,Vaccinations
16534,Overall Patient Satisfaction
16535,Overall Patient Satisfaction
16536,Medical Staff Competence
16537,Medical Staff Competence
16538,Reception Staff Interaction
16539,Overall Patient Satisfaction
16540,Telephone Service
16541,Reception Staff Interaction
16542,Medical Staff Competence
16543,Reception Staff Interaction
16544,Reception Staff Interaction
16545,Patient-Doctor Communication
16546,Medical Staff Competence
16547,Reception Staff Interaction
16548,Follow-Up and Continuity of Care
16549,Test Results
16550,Follow-Up and Continuity of Care
16551,Medical Staff Competence
16552,Overall Patient Satisfaction
16553,Overall Patient Satisfaction
16554,Vaccinations
16555,Vaccinations
16556,Overall Patient Satisfaction
16557,Vaccinations
16558,Medical Staff Competence
16559,Vaccinations
16560,Vaccinations
16561,Medical Staff Competence
16562,Overall Patient Satisfaction
16563,Follow-Up and Continuity of Care
16564,Overall Patient Satisfaction
16565,Medical Staff Competence
16566,Overall Patient Satisfaction
16567,Overall Patient Satisfaction
16568,Patient Empowerment and Support
16569,Overall Patient Satisfaction
16570,Medical Staff Competence
16571,Vaccinations
16572,Vaccinations
16573,Vaccinations
16574,Vaccinations
16575,Overall Patient Satisfaction
16576,Vaccinations
16577,Overall Patient Satisfaction
16578,Facilities and Cleanliness
16579,Overall Patient Satisfaction
16580,Health Outcome Satisfaction
16581,Overall Patient Satisfaction
16582,Vaccinations
16583,Vaccinations
16584,Medical Staff Competence
16585,Overall Patient Satisfaction
16586,Vaccinations
16587,Vaccinations
16588,Overall Patient Satisfaction
16589,Vaccinations
16590,Overall Patient Satisfaction
16591,Vaccinations
16592,Vaccinations
16593,Vaccinations
16594,Vaccinations
16595,Medical Staff Competence
16596,Vaccinations
16597,Vaccinations
16598,Vaccinations
16599,Vaccinations
16600,Vaccinations
16601,Patient-Doctor Communication
16602,Follow-Up and Continuity of Care
16603,Telephone Service
16604,Reception Staff Interaction
16605,Overall Patient Satisfaction
16606,Medical Staff Competence
16607,Health Outcome Satisfaction
16608,Reception Staff Interaction
16609,Patient-Doctor Communication
16610,Medical Staff Competence
16611,Medical Staff Competence
16612,Reception Staff Interaction
16613,Patient-Doctor Communication
16614,Reception Staff Interaction
16615,Vaccinations
16616,Follow-Up and Continuity of Care
16617,Reception Staff Interaction
16618,Reception Staff Interaction
16619,Follow-Up and Continuity of Care
16620,Follow-Up and Continuity of Care
16621,Reception Staff Interaction
16622,Vaccinations
16623,Patient-Doctor Communication
16624,Reception Staff Interaction
16625,Vaccinations
16626,Patient-Doctor Communication
16627,Reception Staff Interaction
16628,Telephone Service
16629,Reception Staff Interaction
16630,Patient Safety
16631,Appointment Accessibility
16632,Patient-Doctor Communication
16633,Reception Staff Interaction
16634,Patient-Doctor Communication
16635,Overall Patient Satisfaction
16636,Telephone Service
16637,Telephone Service
16638,Test Results
16639,Reception Staff Interaction
16640,Patient-Doctor Communication
16641,Patient-Doctor Communication
16642,Telephone Service
16643,Patient-Doctor Communication
16644,Telephone Service
16645,Follow-Up and Continuity of Care
16646,Follow-Up and Continuity of Care
16647,Patient Empowerment and Support
16648,Reception Staff Interaction
16649,Telephone Service
16650,Patient-Doctor Communication
16651,Patient-Doctor Communication
16652,Telephone Service
16653,Telephone Service
16654,Reception Staff Interaction
16655,Reception Staff Interaction
16656,Prescription and Medication Management
16657,Reception Staff Interaction
16658,Reception Staff Interaction
16659,Reception Staff Interaction
16660,Patient Privacy and Confidentiality
16661,Reception Staff Interaction
16662,Patient-Doctor Communication
16663,Reception Staff Interaction
16664,Patient-Doctor Communication
16665,Telephone Service
16666,Telephone Service
16667,Reception Staff Interaction
16668,Reception Staff Interaction
16669,Patient-Doctor Communication
16670,Follow-Up and Continuity of Care
16671,Weekend Service Availability
16672,Patient Privacy and Confidentiality
16673,Overall Patient Satisfaction
16674,Telephone Service
16675,Follow-Up and Continuity of Care
16676,Telephone Service
16677,Follow-Up and Continuity of Care
16678,Telephone Service
16679,Patient-Doctor Communication
16680,Reception Staff Interaction
16681,Telephone Service
16682,Patient-Doctor Communication
16683,Medical Staff Competence
16684,Reception Staff Interaction
16685,Prescription and Medication Management
16686,Reception Staff Interaction
16687,Appointment Accessibility
16688,Weekend Service Availability
16689,Patient-Doctor Communication
16690,Patient-Doctor Communication
16691,Patient-Doctor Communication
16692,Telephone Service
16693,Reception Staff Interaction
16694,Vaccinations
16695,Medical Staff Competence
16696,Health Outcome Satisfaction
16697,Test Results
16698,Vaccinations
16699,Medical Staff Competence
16700,Appointment Accessibility
16701,Patient-Doctor Communication
16702,Reception Staff Interaction
16703,Overall Patient Satisfaction
16704,Reception Staff Interaction
16705,Patient-Doctor Communication
16706,Vaccinations
16707,Reception Staff Interaction
16708,Patient-Doctor Communication
16709,Patient-Doctor Communication
16710,Doctor Consultations
16711,Reception Staff Interaction
16712,Patient-Doctor Communication
16713,Reception Staff Interaction
16714,Patient-Doctor Communication
16715,Follow-Up and Continuity of Care
16716,Reception Staff Interaction
16717,Telephone Service
16718,Reception Staff Interaction
16719,Reception Staff Interaction
16720,Prescription and Medication Management
16721,Patient Empowerment and Support
16722,Telephone Service
16723,Overall Patient Satisfaction
16724,Medical Staff Competence
16725,Patient-Doctor Communication
16726,Health Outcome Satisfaction
16727,Medical Staff Competence
16728,Patient-Doctor Communication
16729,Health Outcome Satisfaction
16730,Overall Patient Satisfaction
16731,Patient Empowerment and Support
16732,Overall Patient Satisfaction
16733,Health Outcome Satisfaction
16734,Patient-Doctor Communication
16735,Patient-Doctor Communication
16736,Follow-Up and Continuity of Care
16737,Reception Staff Interaction
16738,Follow-Up and Continuity of Care
16739,Medical Staff Competence
16740,Telephone Service
16741,Reception Staff Interaction
16742,Medical Staff Competence
16743,Cancer Screening
16744,Blood Test Results & Imaging
16745,Patient Empowerment and Support
16746,Telephone Service
16747,Reception Staff Interaction
16748,Medical Staff Competence
16749,Facilities and Cleanliness
16750,Overall Patient Satisfaction
16751,Reception Staff Interaction
16752,Reception Staff Interaction
16753,Patient-Doctor Communication
16754,Follow-Up and Continuity of Care
16755,Reception Staff Interaction
16756,Telephone Service
16757,Patient-Doctor Communication
16758,Reception Staff Interaction
16759,Test Results
16760,Weekend Service Availability
16761,Appointment Accessibility
16762,Medical Staff Competence
16763,Reception Staff Interaction
16764,Overall Patient Satisfaction
16765,Reception Staff Interaction
16766,Overall Patient Satisfaction
16767,Reception Staff Interaction
16768,Reception Staff Interaction
16769,Patient-Doctor Communication
16770,Telephone Service
16771,Patient-Doctor Communication
16772,Telephone Service
16773,Patient-Doctor Communication
16774,Follow-Up and Continuity of Care
16775,Overall Patient Satisfaction
16776,Telephone Service
16777,Reception Staff Interaction
16778,Reception Staff Interaction
16779,Health Outcome Satisfaction
16780,Reception Staff Interaction
16781,Telephone Service
16782,Reception Staff Interaction
16783,Reception Staff Interaction
16784,Patient Safety
16785,Telephone Service
16786,Reception Staff Interaction
16787,Patient-Doctor Communication
16788,Medical Staff Competence
16789,Vaccinations
16790,Telephone Service
16791,Telephone Service
16792,Blood Test Results & Imaging
16793,Reception Staff Interaction
16794,Vaccinations
16795,Reception Staff Interaction
16796,Reception Staff Interaction
16797,Patient Empowerment and Support
16798,Patient-Doctor Communication
16799,Reception Staff Interaction
16800,Reception Staff Interaction
16801,Appointment Accessibility
16802,Reception Staff Interaction
16803,Medical Staff Competence
16804,Patient-Doctor Communication
16805,Appointment Accessibility
16806,Medical Staff Competence
16807,Medical Staff Competence
16808,Telephone Service
16809,Telephone Service
16810,Patient-Doctor Communication
16811,Reception Staff Interaction
16812,Medical Staff Competence
16813,Overall Patient Satisfaction
16814,Doctor Consultations
16815,Overall Patient Satisfaction
16816,Patient Empowerment and Support
16817,Appointment Accessibility
16818,Medical Staff Competence
16819,Reception Staff Interaction
16820,Reception Staff Interaction
16821,Test Results
16822,Telephone Service
16823,Reception Staff Interaction
16824,Follow-Up and Continuity of Care
16825,Vaccinations
16826,Reception Staff Interaction
16827,Patient-Doctor Communication
16828,Reception Staff Interaction
16829,Reception Staff Interaction
16830,Patient Safety
16831,Medical Staff Competence
16832,Patient-Doctor Communication
16833,Patient-Doctor Communication
16834,Reception Staff Interaction
16835,Test Results
16836,Prescription and Medication Management
16837,Reception Staff Interaction
16838,Reception Staff Interaction
16839,Reception Staff Interaction
16840,Reception Staff Interaction
16841,Follow-Up and Continuity of Care
16842,Reception Staff Interaction
16843,Reception Staff Interaction
16844,Follow-Up and Continuity of Care
16845,Medical Staff Competence
16846,Overall Patient Satisfaction
16847,Telephone Service
16848,Telephone Service
16849,Reception Staff Interaction
16850,Medical Staff Competence
16851,Telephone Service
16852,Patient-Doctor Communication
16853,Weekend Service Availability
16854,Overall Patient Satisfaction
16855,Mental Health Support
16856,Cancer Screening
16857,Patient-Doctor Communication
16858,Telephone Service
16859,Appointment Accessibility
16860,Medical Staff Competence
16861,Medical Staff Competence
16862,Telephone Service
16863,Appointment Accessibility
16864,Reception Staff Interaction
16865,Reception Staff Interaction
16866,Reception Staff Interaction
16867,Reception Staff Interaction
16868,Reception Staff Interaction
16869,Patient Participation Group
16870,Telephone Service
16871,Patient-Doctor Communication
16872,Health Outcome Satisfaction
16873,Prescription and Medication Management
16874,Prescription and Medication Management
16875,Test Results
16876,Patient Empowerment and Support
16877,Patient Empowerment and Support
16878,Patient Empowerment and Support
16879,Patient-Doctor Communication
16880,Medical Staff Competence
16881,Appointment Accessibility
16882,Vaccinations
16883,Reception Staff Interaction
16884,Follow-Up and Continuity of Care
16885,Overall Patient Satisfaction
16886,Medical Staff Competence
16887,Mental Health Support
16888,Reception Staff Interaction
16889,Prescription and Medication Management
16890,Prescription and Medication Management
16891,Health Outcome Satisfaction
16892,Reception Staff Interaction
16893,Reception Staff Interaction
16894,Reception Staff Interaction
16895,Patient-Doctor Communication
16896,Medical Staff Competence
16897,Follow-Up and Continuity of Care
16898,Reception Staff Interaction
16899,Patient Safety
16900,Reception Staff Interaction
16901,Patient-Doctor Communication
16902,Weekend Service Availability
16903,Doctor Consultations
16904,Patient Empowerment and Support
16905,Reception Staff Interaction
16906,Telephone Service
16907,Reception Staff Interaction
16908,Patient-Doctor Communication
16909,Telephone Service
16910,Reception Staff Interaction
16911,Patient-Doctor Communication
16912,Overall Patient Satisfaction
16913,Patient Empowerment and Support
16914,Medical Staff Competence
16915,Follow-Up and Continuity of Care
16916,Overall Patient Satisfaction
16917,Patient-Doctor Communication
16918,Reception Staff Interaction
16919,Reception Staff Interaction
16920,Reception Staff Interaction
16921,Reception Staff Interaction
16922,Reception Staff Interaction
16923,Follow-Up and Continuity of Care
16924,Reception Staff Interaction
16925,Follow-Up and Continuity of Care
16926,Patient-Doctor Communication
16927,Telephone Service
